UART5:-884317044
UART5RW:4294965409,0
UART5:430789162
UART5RW:4294965370,0
UART5:-2125234463
UART5RW:4294965331,0
UART5:780696603
UART5RW:4294965292,0
UART5:994416386
UART5RW:4294965253,0
UART5:1266747773
UART5RW:4294965214,0
UART5:-1865542831
UART5RW:4294965176,0
UART5:1189820507
UART5RW:4294965137,0
UART5:1229048594
UART5RW:4294965098,0
UART5:-1659980442
UART5RW:4294965059,0
UART5:-206262120
UART5RW:4294965020,0
UART5:-1737321739
UART5RW:4294964981,0
UART5:22574972
UART5RW:4294964942,0
UART5:-1366887316
UART5RW:4294964903,0
UART5:-1987271331
UART5RW:4294964864,0
UART5:243635576
UART5RW:4294964825,0
UART5:-1902153637
UART5RW:4294964786,0
UART5:1730116754
UART5RW:4294964743,0
UART6:0
UART6ST:4294964751,0
UART6RW:4294964742,0
UART4:0
UART4ST:4294964751,0
UART4RW:4294964737,0
UART6:0
UART6ST:4294964731,0
UART6RW:4294964722,0
UART4:0
UART4ST:4294964732,0
UART4RW:4294964718,0
UART6:0
UART6ST:4294964711,0
UART6RW:4294964702,0
UART4:0
UART4ST:4294964710,0
UART4RW:4294964696,0
UART5:-1028937139
UART5RW:4294964694,0
UART6:0
UART6ST:4294964690,0
UART6RW:4294964681,0
UART4:0
UART4ST:4294964691,0
UART4RW:4294964677,0
UART6:0
UART6ST:4294964671,0
UART6RW:4294964662,0
UART4:0
UART4ST:4294964677,0
UART4RW:4294964661,0
UART4:0
UART4ST:4294964663,0
UART4RW:4294964647,0
UART6:0
UART6ST:4294964649,0
UART6RW:4294964640,0
UART5:140503410
UART5RW:4294964635,0
UART4:0
UART4ST:4294964649,0
UART4RW:4294964632,0
UART6:0
UART6ST:4294964633,0
UART6RW:4294964624,0
UART4:0
UART4ST:4294964636,0
UART4RW:4294964617,0
UART6:0
UART6ST:4294964620,0
UART6RW:4294964611,0
UART4:0
UART4ST:4294964619,0
UART4RW:4294964602,0
UART6:0
UART6ST:4294964606,0
UART6RW:4294964597,0
UART6:0
UART6ST:4294964598,0
UART6RW:4294964587,0
UART4:862453760
UART4ST:4294964606,0
UART4RW:4294964586,0
UART6:0
UART6ST:4294964586,0
UART6RW:4294964577,0
UART5:677152305
UART5RW:4294964576,0
UART4:-1375731712
UART4ST:4294964592,0
UART4RW:4294964571,0
UART6:0
UART6ST:4294964577,0
UART6RW:4294964567,0
UART6:0
UART6ST:4294964569,0
UART6RW:4294964557,0
UART4:0
UART4ST:4294964581,0
UART4RW:4294964556,0
UART6:0
UART6ST:4294964558,0
UART6RW:4294964547,0
UART4:0
UART4ST:4294964573,0
UART4RW:4294964542,0
UART6:0
UART6ST:4294964555,0
UART6RW:4294964537,0
UART6:0
UART6ST:4294964552,0
UART6RW:4294964527,0
UART4:0
UART4ST:4294964565,0
UART4RW:4294964526,0
UART5:-650523728
UART5RW:4294964517,0
UART6:0
UART6ST:4294964547,0
UART6RW:4294964517,0
UART4:0
UART4ST:4294964556,0
UART4RW:4294964512,0
UART6:0
UART6ST:4294964542,0
UART6RW:4294964507,0
UART6:0
UART6ST:4294964536,0
UART6RW:4294964497,0
UART4:0
UART4ST:4294964547,0
UART4RW:4294964496,0
UART4:-2147483648
UART4ST:4294964540,0
UART4RW:4294964481,0
UART4:0
UART4ST:4294964534,0
UART4RW:4294964467,0
UART5:-410100499
UART5RW:4294964458,0
UART4:0
UART4ST:4294964530,0
UART4RW:4294964452,0
UART4:0
UART4ST:4294964523,0
UART4RW:4294964437,0
UART4:-522715136
